index,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
1338,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1339,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1340,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1341,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1342,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1343,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1344,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1345,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1346,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1347,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1348,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1349,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1350,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1351,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1352,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1353,Southern,Tamil Nadu,Chennai,Chennai Lighthouse,Lighthouse,1977,1.0,4.7,10,Yes,None,Scenic,Yes,0.55,All
1354,Southern,Tamil Nadu,Chennai,Royapuram Fishing Harbour,Harbour,1881,1.5,4.3,0,Yes,None,Marine,Yes,0.2,Morning
1355,Southern,Tamil Nadu,Chennai,St Thomas Basilica,Basilica,1523,2.0,4.8,0,Yes,None,Religious,Yes,0.65,Afternoon
1356,Eastern,West Bengal,Kolkata,Marble Palace,Palace,1835,2.0,4.7,0,Yes,Monday,Historical,Yes,0.6,All
1357,Eastern,West Bengal,Kolkata,Nakhoda Mosque,Mosque,1926,1.5,4.6,0,Yes,None,Religious,Yes,0.35,Morning
1358,Eastern,West Bengal,Kolkata,Alipore Zoo,Zoo,1876,3.0,4.5,100,Yes,Monday,Wildlife,Yes,0.55,Afternoon
1359,Eastern,West Bengal,Kolkata,Jorasanko Thakurbari,Heritage House,1784,2.0,4.8,50,Yes,Monday,Cultural,Yes,0.45,All
1360,Eastern,West Bengal,Kolkata,Science City,Science Center,1997,3.0,4.6,150,Yes,None,Educational,Yes,0.65,Morning
1361,Southern,Andhra Pradesh,Hyderabad,Telangana State Archaeology Museum,Museum,1930,2.0,4.5,50,Yes,Monday,Historical,Yes,0.45,Morning
1362,Southern,Andhra Pradesh,Hyderabad,Public Garden,Park,1846,2.0,4.4,0,Yes,None,Recreational,Yes,0.35,Afternoon
1363,Southern,Andhra Pradesh,Hyderabad,Lumbini Park,Park,1994,1.5,4.6,20,Yes,None,Recreational,Yes,0.55,All
1364,Western,Gujarat,Ahmedabad,Kankaria Lake,Lake,1451,2.0,4.5,0,Yes,None,Recreational,Yes,0.65,Morning
1365,Western,Gujarat,Ahmedabad,Manek Chowk,Food Court,1740,1.0,4.6,0,Yes,None,Food,Yes,0.5,Afternoon
1366,Western,Gujarat,Ahmedabad,National Institute of Design,Design Institute,1961,2.0,4.7,0,Yes,None,Educational,Yes,0.55,All
1367,Northern,Uttarakhand,Dehradun,Forest Survey of India,Educational,1981,2.0,4.5,0,Yes,Saturday,Scientific,Yes,0.35,Morning
1368,Northern,Uttarakhand,Dehradun,Asan Conservation Reserve,Conservation Area,2005,2.5,4.6,50,Yes,None,Wildlife,Yes,0.4,Afternoon
1369,Northern,Uttarakhand,Dehradun,Malsi Deer Park,Deer Park,1976,1.5,4.4,20,Yes,Monday,Wildlife,Yes,0.3,All
1370,Northern,Rajasthan,Jaipur,Rajasthan Polo Club,Polo Club,1918,2.0,4.5,0,Yes,None,Sports,Yes,0.55,Morning
1371,Northern,Rajasthan,Jaipur,Anokhi Museum,Museum,2005,1.5,4.6,30,Yes,Tuesday,Cultural,Yes,0.35,Afternoon
1372,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1373,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1374,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1375,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1376,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1377,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1378,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1379,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1380,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1381,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1382,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1383,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1384,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1385,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1386,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1387,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1388,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1389,Northern,Uttarakhand,Dehradun,Forest Survey of India,Educational,1981,2.0,4.5,0,Yes,Saturday,Scientific,Yes,0.35,Morning
1390,Northern,Uttarakhand,Dehradun,Asan Conservation Reserve,Conservation Area,2005,2.5,4.6,50,Yes,None,Wildlife,Yes,0.4,Afternoon
1391,Northern,Uttarakhand,Dehradun,Malsi Deer Park,Deer Park,1976,1.5,4.4,20,Yes,Monday,Wildlife,Yes,0.3,All
1392,Northern,Rajasthan,Jaipur,Rajasthan Polo Club,Polo Club,1918,2.0,4.5,0,Yes,None,Sports,Yes,0.55,Morning
1393,Northern,Rajasthan,Jaipur,Anokhi Museum,Museum,2005,1.5,4.6,30,Yes,Tuesday,Cultural,Yes,0.35,Afternoon
1394,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1395,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1396,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1397,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1398,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1399,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1400,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1401,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1402,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1403,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1404,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1405,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1406,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1407,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1408,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1409,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1410,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1411,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1412,Southern,Tamil Nadu,Chennai,Chennai Lighthouse,Lighthouse,1977,1.0,4.7,10,Yes,None,Scenic,Yes,0.55,All
1413,Southern,Tamil Nadu,Chennai,Royapuram Fishing Harbour,Harbour,1881,1.5,4.3,0,Yes,None,Marine,Yes,0.2,Morning
1414,Southern,Tamil Nadu,Chennai,St Thomas Basilica,Basilica,1523,2.0,4.8,0,Yes,None,Religious,Yes,0.65,Afternoon
1415,Eastern,West Bengal,Kolkata,Marble Palace,Palace,1835,2.0,4.7,0,Yes,Monday,Historical,Yes,0.6,All
1416,Eastern,West Bengal,Kolkata,Nakhoda Mosque,Mosque,1926,1.5,4.6,0,Yes,None,Religious,Yes,0.35,Morning
1417,Eastern,West Bengal,Kolkata,Alipore Zoo,Zoo,1876,3.0,4.5,100,Yes,Monday,Wildlife,Yes,0.55,Afternoon
1418,Eastern,West Bengal,Kolkata,Jorasanko Thakurbari,Heritage House,1784,2.0,4.8,50,Yes,Monday,Cultural,Yes,0.45,All
1419,Eastern,West Bengal,Kolkata,Science City,Science Center,1997,3.0,4.6,150,Yes,None,Educational,Yes,0.65,Morning
1420,Southern,Andhra Pradesh,Hyderabad,Telangana State Archaeology Museum,Museum,1930,2.0,4.5,50,Yes,Monday,Historical,Yes,0.45,Morning
1421,Southern,Andhra Pradesh,Hyderabad,Public Garden,Park,1846,2.0,4.4,0,Yes,None,Recreational,Yes,0.35,Afternoon
1422,Southern,Andhra Pradesh,Hyderabad,Lumbini Park,Park,1994,1.5,4.6,20,Yes,None,Recreational,Yes,0.55,All
1423,Western,Gujarat,Ahmedabad,Kankaria Lake,Lake,1451,2.0,4.5,0,Yes,None,Recreational,Yes,0.65,Morning
1424,Western,Gujarat,Ahmedabad,Manek Chowk,Food Court,1740,1.0,4.6,0,Yes,None,Food,Yes,0.5,Afternoon
1425,Western,Gujarat,Ahmedabad,National Institute of Design,Design Institute,1961,2.0,4.7,0,Yes,None,Educational,Yes,0.55,All
1426,Northern,Uttarakhand,Dehradun,Forest Survey of India,Educational,1981,2.0,4.5,0,Yes,Saturday,Scientific,Yes,0.35,Morning
1427,Northern,Uttarakhand,Dehradun,Asan Conservation Reserve,Conservation Area,2005,2.5,4.6,50,Yes,None,Wildlife,Yes,0.4,Afternoon
1428,Northern,Uttarakhand,Dehradun,Malsi Deer Park,Deer Park,1976,1.5,4.4,20,Yes,Monday,Wildlife,Yes,0.3,All
1429,Northern,Rajasthan,Jaipur,Rajasthan Polo Club,Polo Club,1918,2.0,4.5,0,Yes,None,Sports,Yes,0.55,Morning
1430,Northern,Rajasthan,Jaipur,Anokhi Museum,Museum,2005,1.5,4.6,30,Yes,Tuesday,Cultural,Yes,0.35,Afternoon
1431,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1432,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1433,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1434,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1435,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1436,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1437,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1438,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1439,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1440,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1441,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1442,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1443,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1444,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1445,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1446,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1447,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1448,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1449,Southern,Tamil Nadu,Chennai,Chennai Lighthouse,Lighthouse,1977,1.0,4.7,10,Yes,None,Scenic,Yes,0.55,All
1450,Southern,Tamil Nadu,Chennai,Royapuram Fishing Harbour,Harbour,1881,1.5,4.3,0,Yes,None,Marine,Yes,0.2,Morning
1451,Southern,Tamil Nadu,Chennai,St Thomas Basilica,Basilica,1523,2.0,4.8,0,Yes,None,Religious,Yes,0.65,Afternoon
1452,Eastern,West Bengal,Kolkata,Marble Palace,Palace,1835,2.0,4.7,0,Yes,Monday,Historical,Yes,0.6,All
1453,Eastern,West Bengal,Kolkata,Nakhoda Mosque,Mosque,1926,1.5,4.6,0,Yes,None,Religious,Yes,0.35,Morning
1454,Eastern,West Bengal,Kolkata,Alipore Zoo,Zoo,1876,3.0,4.5,100,Yes,Monday,Wildlife,Yes,0.55,Afternoon
1455,Eastern,West Bengal,Kolkata,Jorasanko Thakurbari,Heritage House,1784,2.0,4.8,50,Yes,Monday,Cultural,Yes,0.45,All
1456,Eastern,West Bengal,Kolkata,Science City,Science Center,1997,3.0,4.6,150,Yes,None,Educational,Yes,0.65,Morning
1457,Southern,Andhra Pradesh,Hyderabad,Telangana State Archaeology Museum,Museum,1930,2.0,4.5,50,Yes,Monday,Historical,Yes,0.45,Morning
1458,Southern,Andhra Pradesh,Hyderabad,Public Garden,Park,1846,2.0,4.4,0,Yes,None,Recreational,Yes,0.35,Afternoon
1459,Southern,Andhra Pradesh,Hyderabad,Lumbini Park,Park,1994,1.5,4.6,20,Yes,None,Recreational,Yes,0.55,All
1460,Western,Gujarat,Ahmedabad,Kankaria Lake,Lake,1451,2.0,4.5,0,Yes,None,Recreational,Yes,0.65,Morning
1461,Western,Gujarat,Ahmedabad,Manek Chowk,Food Court,1740,1.0,4.6,0,Yes,None,Food,Yes,0.5,Afternoon
1462,Western,Gujarat,Ahmedabad,National Institute of Design,Design Institute,1961,2.0,4.7,0,Yes,None,Educational,Yes,0.55,All
1463,Northern,Uttarakhand,Dehradun,Forest Survey of India,Educational,1981,2.0,4.5,0,Yes,Saturday,Scientific,Yes,0.35,Morning
1464,Northern,Uttarakhand,Dehradun,Asan Conservation Reserve,Conservation Area,2005,2.5,4.6,50,Yes,None,Wildlife,Yes,0.4,Afternoon
1465,Northern,Uttarakhand,Dehradun,Malsi Deer Park,Deer Park,1976,1.5,4.4,20,Yes,Monday,Wildlife,Yes,0.3,All
1466,Northern,Rajasthan,Jaipur,Rajasthan Polo Club,Polo Club,1918,2.0,4.5,0,Yes,None,Sports,Yes,0.55,Morning
1467,Northern,Rajasthan,Jaipur,Anokhi Museum,Museum,2005,1.5,4.6,30,Yes,Tuesday,Cultural,Yes,0.35,Afternoon
1468,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1469,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1470,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1471,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1472,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1473,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1474,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1475,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1476,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1477,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1478,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1479,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1480,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1481,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1482,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1483,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1484,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1485,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1486,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1487,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1488,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1489,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1490,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1491,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1492,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1493,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1494,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1495,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1496,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1497,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1498,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1499,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1500,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1501,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1502,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1503,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1504,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1505,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1506,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1507,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1508,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1509,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1510,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1511,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1512,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1513,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1514,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1515,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1516,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1517,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1518,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1519,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1520,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1521,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1522,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1523,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1524,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1525,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1526,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
